ID,Make,Model,Make_Year,Color,Body_Type,kilometers_run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),kilometer_at_liter,Price
793,14,82,2018,5,1,73664.0,1,5,2,42,1596,5,1,105.94,140.0,18.1,11233.333333333334
794,14,82,2018,5,1,73664.0,1,5,2,42,1596,5,1,105.94,140.0,18.1,11233.333333333334
795,14,82,2018,5,1,73664.0,1,5,2,42,1496,5,1,105.94,140.0,18.1,11233.333333333334
796,14,82,2018,5,1,73664.0,1,5,2,42,1496,5,1,105.94,140.0,18.1,11233.333333333334
797,9,44,2016,5,1,69045.0,1,5,2,43,1373,5,1,91.1,130.0,20.73,7766.666666666667
798,4,15,2016,13,4,25382.0,1,5,2,45,1197,5,1,82.0,115.0,18.6,8066.666666666667
799,4,26,2015,11,1,68611.0,1,5,2,43,1197,5,1,81.0,114.0,19.1,5744.444444444444
800,4,18,2016,13,4,30045.0,2,5,2,43,1197,4,2,82.0,114.0,18.9,6366.666666666667
801,4,16,2018,11,4,11225.0,1,5,2,32,814,5,1,55.2,74.5,21.1,5044.444444444444
802,11,64,2015,12,3,73760.0,1,8,1,50,1461,6,1,108.0,245.0,19.98,6944.444444444444
803,2,4,2019,3,2,67732.0,1,5,1,52,1498,5,2,98.86,215.0,21.7,10611.111111111111
804,9,41,2011,11,4,67463.0,2,5,2,35,998,5,1,67.1,90.0,20.92,3044.4444444444443
805,11,62,2021,7,2,30322.0,1,5,2,40,1298,5,2,71.0,96.0,19.03,10288.888888888889
806,9,52,2019,13,4,15878.0,2,5,2,27,998,5,1,67.0,90.0,21.01,5166.666666666667
807,15,85,2016,12,4,44885.0,1,5,2,45,1199,5,1,74.0,110.0,16.2,7366.666666666667
808,9,42,2019,3,4,31171.0,1,5,2,37,1596,5,1,81.8,113.0,21.01,9022.222222222224
809,9,42,2019,3,4,31171.0,1,5,2,37,1596,5,1,81.8,113.0,21.01,9022.222222222224
810,9,42,2019,3,4,31171.0,1,5,2,37,1197,5,1,81.8,113.0,21.01,9022.222222222224
811,9,42,2019,3,4,31171.0,1,5,2,37,1197,5,1,81.8,113.0,21.01,9022.222222222224
812,3,10,2016,12,1,43992.0,1,5,2,40,1497,5,1,117.3,145.0,18.0,9955.555555555557
813,9,44,2020,12,1,17050.0,1,5,2,43,1696,5,1,103.25,138.0,20.65,10866.666666666666
814,9,52,2020,7,4,6470.0,1,5,2,27,998,5,1,67.0,90.0,21.01,6011.111111111111
815,10,58,2022,5,2,3832.0,1,5,2,40,1298,5,2,99.0,160.0,20.0,12288.888888888889
816,9,43,2015,3,4,47060.0,1,5,2,35,998,5,2,67.04,90.0,23.1,5155.555555555556
817,4,23,2020,3,2,37489.0,1,5,2,45,998,6,1,118.35,171.6,18.27,11044.444444444443
818,4,15,2020,7,4,30169.0,1,5,2,40,1197,5,2,81.86,117.0,18.6,8988.888888888889
819,3,8,2015,13,1,53600.0,2,5,2,35,1198,5,1,86.9,109.0,18.0,6044.444444444444
820,9,54,2013,12,1,61796.0,1,5,1,42,1248,5,1,74.0,190.0,23.4,5977.777777777777
821,15,83,2016,5,1,26094.0,1,5,2,45,1198,5,2,73.75,110.0,17.0,6744.444444444444
822,9,44,2016,5,1,99144.0,1,5,2,43,1373,5,2,91.0,130.0,19.12,8377.777777777777
823,4,26,2017,13,1,49335.0,2,5,2,43,1197,5,1,81.86,113.75,20.14,6866.666666666667
824,9,42,2019,3,4,13197.0,1,5,2,37,1197,5,1,81.8,113.0,21.01,9044.444444444443
825,14,80,2011,12,4,50857.0,1,5,2,45,1197,5,1,80.0,104.0,17.71,4511.111111111111
826,4,23,2019,3,2,12156.0,1,5,2,45,998,6,1,118.35,171.6,18.27,11077.777777777776
827,4,18,2017,13,4,39525.0,2,5,2,43,1197,5,1,82.0,114.0,18.9,5811.111111111111
828,9,41,2019,11,4,27951.0,1,5,2,35,998,5,1,67.0,90.0,24.07,4722.222222222223
829,4,21,2021,12,4,25975.0,1,5,2,37,998,6,2,118.0,172.0,20.2,11400.0
830,4,27,2011,7,4,89303.0,1,5,2,35,1197,5,1,78.9,111.8,20.36,3922.222222222222
831,9,43,2015,12,4,24655.0,1,5,2,35,998,5,2,67.04,90.0,23.1,5444.444444444444
832,11,61,2017,7,2,54260.0,2,5,1,50,1461,5,1,84.0,200.0,19.87,9577.777777777776
833,9,46,2017,7,3,39484.0,1,5,2,40,1196,5,1,72.42,98.0,16.11,4722.222222222223
834,4,18,2015,7,4,32754.0,1,5,2,43,1197,5,1,82.0,114.0,18.9,6088.888888888889
835,4,18,2014,9,4,66963.0,1,5,2,43,1197,5,1,82.0,114.0,18.9,5166.666666666667
836,4,20,2018,1,4,33581.0,1,5,2,35,1086,5,1,68.07,99.07,20.3,5611.111111111111
837,8,34,2017,13,2,41060.0,1,7,1,60,2179,5,1,120.0,280.0,15.4,12955.555555555557
838,4,23,2020,3,2,49130.0,1,5,2,45,1798,6,1,118.35,171.6,18.27,12211.111111111111
839,9,40,2021,7,4,4773.0,1,5,2,35,796,5,1,47.3,69.0,22.05,5100.0
840,9,46,2021,12,3,14560.0,1,5,2,40,1197,5,1,72.42,98.0,16.11,5622.222222222223
841,11,61,2013,12,2,88547.0,1,5,1,50,1461,5,1,84.0,200.0,20.45,6866.666666666667
842,15,83,2016,5,1,46922.0,2,5,2,45,1198,5,2,73.75,110.0,17.0,6044.444444444444
843,4,27,2012,2,4,64378.0,1,5,2,35,1086,5,1,68.05,99.04,19.81,3711.1111111111113
844,9,42,2018,3,4,41244.0,1,5,2,37,1197,5,1,81.8,113.0,21.01,8488.888888888889
845,9,41,2011,2,4,60256.0,2,5,2,35,998,5,1,67.1,90.0,20.92,2722.222222222222
846,2,5,2011,15,4,84494.0,2,5,2,45,1196,5,1,71.0,102.0,11.0,3222.222222222222
847,9,47,2018,3,3,58025.0,1,7,1,45,1248,5,1,89.0,200.0,24.52,12122.222222222224
848,4,26,2015,13,1,89133.0,1,5,2,43,1197,5,1,81.0,114.0,19.1,5222.222222222223
849,11,63,2019,13,4,60983.0,1,5,2,28,999,5,1,67.0,91.0,23.01,4777.777777777777
850,3,8,2014,12,1,61881.0,2,5,2,35,1198,5,1,86.7,109.0,18.0,4777.777777777777
851,11,66,2021,13,3,32340.0,1,7,2,40,999,5,1,71.0,96.0,20.0,8322.222222222223
852,4,18,2017,12,4,37237.0,2,5,2,43,1197,5,2,81.86,113.75,18.9,5877.777777777777
853,9,42,2017,7,4,64528.0,1,5,1,37,1248,5,1,74.0,190.0,27.39,8022.222222222223
854,1,2,2015,13,4,73892.0,1,5,2,35,1798,5,1,67.05,104.0,19.02,3100.0
855,9,42,2015,7,4,68796.0,1,5,2,37,1197,5,1,81.8,113.0,21.01,6888.888888888889
856,8,37,2015,12,2,40438.0,1,7,1,70,2179,6,1,140.0,330.0,15.1,12555.555555555557
857,4,23,2020,11,2,12699.0,1,5,2,45,998,6,1,118.35,171.6,18.27,11588.888888888889
858,9,40,2018,7,4,23745.0,1,5,2,35,796,5,1,47.3,69.0,22.0,4455.555555555556
859,9,49,2016,12,3,38717.0,1,5,2,36,796,4,1,34.0,59.0,16.8,3722.222222222222
860,3,13,2019,11,2,73732.0,1,5,1,40,1498,6,1,97.89,200.0,23.7,10166.666666666666
861,11,63,2021,11,4,16742.0,1,5,2,28,1298,5,2,67.0,91.0,22.0,5866.666666666667
862,3,10,2017,5,1,65581.0,3,5,2,40,1497,5,2,117.6,145.0,17.4,8722.222222222223
863,4,15,2017,11,4,39427.0,1,5,2,45,1197,5,1,81.83,114.7,18.6,7777.777777777777
864,9,43,2014,13,4,52004.0,1,5,2,35,998,5,2,67.04,90.0,23.1,4877.777777777777
865,9,40,2013,11,4,40545.0,1,5,2,35,796,5,1,47.3,69.0,22.74,3544.4444444444443
866,9,52,2021,7,4,15836.0,1,5,2,27,998,5,1,67.0,90.0,21.7,5777.777777777777
867,9,46,2020,7,3,11212.0,1,5,2,40,1197,5,1,72.42,98.0,16.11,5544.444444444444
868,4,15,2015,13,4,52501.0,1,5,2,45,1197,5,1,81.83,114.7,18.6,7355.555555555556
869,11,62,2021,11,2,6052.0,1,5,2,40,1298,5,2,71.0,96.0,19.03,10400.0
870,9,45,2018,3,1,20326.0,1,5,2,37,1197,5,2,88.5,113.0,24.12,8188.888888888889
871,14,80,2011,11,4,50009.0,1,5,2,45,1596,5,2,79.0,104.0,17.71,4877.777777777777
872,14,80,2011,11,4,50009.0,1,5,2,45,1596,5,2,79.0,104.0,17.71,4877.777777777777
873,14,80,2011,11,4,50009.0,1,5,2,45,1496,5,1,79.0,104.0,17.71,4877.777777777777
874,14,80,2011,11,4,50009.0,1,5,2,45,1496,5,1,79.0,104.0,17.71,4877.777777777777
875,9,52,2021,7,4,15113.0,1,5,2,27,998,5,1,67.0,90.0,21.01,6033.333333333333
876,4,24,2014,13,1,50071.0,1,5,2,43,1591,5,2,121.0,158.0,17.01,7655.555555555556
877,9,46,2020,13,3,9832.0,1,5,2,40,1197,5,1,72.42,98.0,16.11,5500.0
878,2,7,2018,7,5,43273.0,1,5,2,42,1298,5,2,94.93,119.0,18.5,6855.555555555556
879,9,50,2014,12,4,44193.0,1,5,2,43,1197,5,1,85.0,113.0,18.5,5211.111111111111
880,4,26,2017,11,1,36208.0,1,5,2,43,1596,4,1,81.86,113.75,20.14,7433.333333333333
881,4,26,2017,11,1,36208.0,1,5,2,43,1596,4,1,81.86,113.75,20.14,7433.333333333333
882,4,26,2017,11,1,36208.0,1,5,2,43,1197,4,1,81.86,113.75,20.14,7433.333333333333
883,4,26,2017,11,1,36208.0,1,5,2,43,1197,4,1,81.86,113.75,20.14,7433.333333333333
884,4,29,2017,5,5,43613.0,1,5,2,45,1197,5,2,82.0,115.0,17.19,8355.555555555555
885,3,10,2018,5,1,46006.0,1,5,2,40,1196,5,2,117.6,145.0,18.0,12577.777777777776
886,4,29,2018,5,5,35015.0,2,5,2,45,1197,5,2,82.0,115.0,17.19,8444.444444444445
887,4,16,2017,13,4,55670.0,1,5,2,32,1798,5,1,55.2,74.5,21.1,4077.777777777778
888,4,18,2018,12,4,38961.0,1,5,2,43,1197,5,2,81.86,113.75,18.9,6311.111111111111
889,4,24,2020,3,1,41843.0,1,5,2,45,1497,5,2,113.0,144.0,18.4,16088.888888888889
890,4,18,2018,13,4,13846.0,2,5,2,43,1197,5,2,81.86,113.75,18.9,6433.333333333333
891,9,41,2019,9,4,16712.0,2,5,2,35,1798,5,1,67.1,90.0,23.95,5277.777777777777
892,2,4,2015,11,2,92474.0,2,5,1,52,1498,5,1,89.0,204.0,22.7,7055.555555555556
893,9,44,2014,2,1,44815.0,1,5,2,43,1373,5,1,91.0,130.0,20.73,7188.888888888889
894,3,10,2020,13,1,13209.0,1,5,2,40,1498,6,1,119.3,145.0,18.4,14600.0
895,4,16,2013,11,4,48721.0,1,5,2,32,814,5,1,55.2,74.5,21.1,3622.222222222222
896,8,34,2015,3,2,41651.0,1,7,1,60,2179,5,1,120.0,280.0,15.4,12522.222222222224
897,4,20,2019,3,4,8842.0,1,5,2,35,1086,5,1,68.07,99.07,20.3,6277.777777777777
898,15,83,2016,3,1,64313.0,1,5,2,45,1298,5,2,73.75,110.0,17.0,6144.444444444444
899,9,51,2016,5,2,52220.0,1,5,1,48,1248,5,2,89.0,200.0,23.65,9233.333333333334
900,2,6,2019,11,1,10370.0,1,5,2,42,1798,5,1,94.93,119.0,18.5,8622.222222222223
901,3,8,2016,5,1,60656.0,1,5,2,35,1198,5,1,86.7,109.0,18.0,5922.222222222223
902,9,40,2020,11,4,12433.0,1,5,2,35,796,5,1,47.3,69.0,22.05,4922.222222222223
903,15,85,2013,7,4,53735.0,1,5,2,45,1198,5,1,73.9,110.0,16.47,5822.222222222223
904,12,68,2014,11,1,46103.0,2,5,2,60,1798,7,2,158.0,250.0,13.1,14433.333333333334
905,9,40,2019,11,4,2174.0,1,5,2,35,796,5,1,47.3,69.0,22.05,4666.666666666667
906,15,85,2012,12,4,64878.0,1,5,2,45,1199,5,1,74.0,110.0,16.2,5000.0
907,4,14,2017,11,2,76978.0,1,5,2,60,1591,6,1,122.0,154.0,15.29,13466.666666666666
908,3,8,2018,13,1,33454.0,1,5,2,35,1199,5,1,88.76,110.0,18.6,8577.777777777777
909,13,70,2019,13,2,19589.0,1,5,1,50,1956,6,1,138.0,350.0,17.0,18877.777777777777
910,9,52,2021,12,4,17101.0,1,5,3,27,998,5,1,67.0,90.0,31.19,6800.0
911,9,47,2015,5,3,51844.0,1,7,1,45,1248,5,1,89.0,200.0,20.77,10122.222222222224
912,2,4,2016,11,2,91463.0,2,5,1,52,1498,5,1,99.0,205.0,22.7,7855.555555555556
913,4,14,2017,7,2,88895.0,2,5,1,60,1582,6,1,126.0,265.0,19.67,12200.0
914,0,0,2014,15,4,45080.0,1,5,2,35,1199,5,1,79.0,108.0,18.6,3722.222222222222
915,15,83,2016,7,1,81709.0,1,5,2,45,1198,5,2,73.75,110.0,17.0,6055.555555555556
916,10,59,2015,12,4,48656.0,1,5,2,41,1198,5,2,67.0,104.0,19.49,5277.777777777777
917,2,7,2019,11,5,17504.0,1,5,2,42,1298,5,2,94.93,119.0,18.5,7411.111111111111
918,13,71,2013,3,4,33744.0,1,4,2,15,624,4,1,35.0,48.0,18.4,2088.8888888888887
919,4,23,2019,3,2,18398.0,2,5,2,45,998,6,1,118.35,171.6,18.27,10077.777777777776
920,15,83,2017,5,1,41757.0,1,5,2,45,1198,5,2,73.75,110.0,17.0,6877.777777777777
921,4,29,2015,11,5,41086.0,1,5,1,45,1396,6,2,89.0,220.0,21.19,8311.111111111111
922,9,42,2019,12,4,25418.0,1,5,2,37,1197,5,1,81.8,113.0,21.01,8122.222222222223
923,9,41,2018,11,4,23606.0,1,5,2,35,998,5,1,67.0,90.0,24.07,4388.888888888889
924,11,66,2020,11,3,18798.0,1,7,2,40,999,5,1,71.0,96.0,20.0,8422.222222222223
925,9,52,2019,9,4,24105.0,1,5,2,27,998,5,1,67.0,90.0,21.01,5500.0
926,15,85,2018,12,4,26394.0,1,5,2,45,999,5,1,75.01,95.0,17.74,7766.666666666667
927,4,26,2017,12,1,22538.0,2,5,2,43,1596,4,1,81.86,113.75,20.14,7233.333333333333
928,4,26,2017,12,1,22538.0,2,5,2,43,1596,4,1,81.86,113.75,20.14,7233.333333333333
929,4,26,2017,12,1,22538.0,2,5,2,43,1197,4,1,81.86,113.75,20.14,7233.333333333333
930,4,26,2017,12,1,22538.0,2,5,2,43,1197,4,1,81.86,113.75,20.14,7233.333333333333
931,4,22,2012,11,4,34060.0,1,5,2,35,1086,5,1,62.1,96.1,17.92,3688.8888888888887
932,4,28,2011,13,4,46251.0,2,5,2,45,1197,5,1,80.0,112.0,18.5,4122.222222222223
933,2,7,2020,11,5,6886.0,1,5,2,42,1298,5,2,94.93,119.0,18.5,8366.666666666666
934,4,23,2020,13,2,26020.0,1,5,2,45,1798,6,1,118.35,171.6,18.27,12411.111111111111
935,4,16,2013,13,4,33440.0,1,5,2,32,814,5,1,55.2,74.5,21.1,3388.8888888888887
936,2,4,2019,7,2,11800.0,1,5,2,52,1496,5,2,120.69,149.0,15.9,10500.0
937,7,32,2019,13,2,7339.0,1,5,2,60,1451,6,2,141.0,250.0,13.96,19988.88888888889
938,9,42,2017,9,4,41465.0,2,5,2,37,1197,5,1,81.8,113.0,21.01,7566.666666666667
939,9,47,2013,7,3,67020.0,1,7,2,45,1373,5,1,93.7,130.0,16.02,7711.111111111111
940,9,49,2014,13,3,23885.0,1,8,2,36,796,4,1,34.0,59.0,16.8,3644.444444444444
941,13,70,2019,9,2,62300.0,1,5,1,50,1956,6,1,138.0,350.0,17.0,18722.222222222223
942,11,65,2014,2,1,34080.0,1,5,1,41,1461,5,1,85.0,200.0,21.64,6966.666666666667
943,2,4,2018,13,2,78061.0,1,5,2,52,1496,6,2,120.69,149.0,14.7,10388.888888888889
944,9,55,2017,13,2,28476.0,1,5,1,48,1248,5,2,89.0,200.0,24.3,10111.111111111111
945,9,55,2016,13,2,38729.0,1,5,1,48,1248,5,2,89.0,200.0,24.3,9000.0
946,9,48,2017,3,4,26203.0,1,5,2,32,1197,5,2,81.8,113.0,20.89,7222.222222222223
947,13,73,2018,11,2,35730.0,1,5,1,44,1497,6,2,108.5,260.0,21.05,10600.0
948,9,45,2018,7,1,16491.0,1,5,2,37,1197,5,2,88.5,113.0,23.26,8288.888888888889
949,4,24,2018,5,1,35623.0,2,5,2,43,1591,6,2,121.0,158.0,17.4,10700.0
950,9,53,2019,11,4,15508.0,1,5,2,37,1197,5,2,81.8,113.0,21.21,8711.111111111111
951,9,45,2017,7,1,34004.0,1,5,2,37,1197,5,2,88.5,113.0,23.26,8077.777777777777
952,9,55,2018,12,2,35042.0,1,5,1,48,1248,5,2,88.5,200.0,24.3,11900.0
953,4,24,2018,9,1,57046.0,1,5,2,43,1591,6,2,121.0,158.0,17.4,9977.777777777776
954,4,24,2019,13,1,22546.0,1,5,2,43,1591,6,2,121.0,158.0,17.4,11555.555555555557
955,9,55,2018,11,2,31570.0,1,5,1,48,1248,5,2,89.0,200.0,24.3,12800.0
956,3,11,2015,13,4,49536.0,1,5,2,40,1199,5,2,88.76,110.0,19.0,6622.222222222223
957,9,55,2017,3,2,53719.0,1,5,1,48,1248,5,2,89.0,200.0,24.3,9388.888888888889
958,9,53,2021,11,4,10303.0,1,5,2,37,1197,5,2,81.8,113.0,21.21,9066.666666666666
959,9,53,2020,11,4,27437.0,1,5,2,37,1197,5,2,81.8,113.0,21.21,8777.777777777777
960,11,60,2018,5,2,6603.0,1,5,2,50,1498,5,2,105.0,142.0,13.87,11811.111111111111
961,11,60,2017,5,2,16556.0,2,5,2,50,1498,5,2,105.0,142.0,13.87,9311.111111111111
962,9,48,2018,12,4,25626.0,1,5,2,32,1197,5,2,81.8,113.0,20.89,7366.666666666667
963,9,53,2021,3,4,9384.0,1,5,2,42,1197,5,2,85.8,114.0,18.6,6555.555555555556
964,9,53,2020,7,4,6104.0,1,5,2,37,1197,5,2,81.8,113.0,21.21,9311.111111111111
965,9,53,2019,7,4,21992.0,2,5,2,37,1197,5,2,81.8,113.0,21.21,9211.111111111111
966,11,60,2018,9,2,54137.0,1,5,2,50,1498,5,2,105.0,142.0,13.87,8877.777777777777
967,9,45,2017,3,1,33258.0,1,5,2,37,1197,5,2,88.5,113.0,23.26,8022.222222222223
968,4,24,2018,13,1,23869.0,1,5,2,43,1591,6,2,121.0,158.0,17.4,10622.222222222224
969,4,24,2019,13,1,14831.0,1,5,2,43,1591,6,2,121.0,158.0,17.4,11411.111111111111
970,4,24,2014,12,1,52846.0,1,5,2,43,1591,4,2,121.0,158.0,17.01,8177.777777777777
971,2,7,2020,13,5,28335.0,2,5,1,42,1499,5,2,98.96,215.0,18.5,8322.222222222223
972,9,48,2018,12,4,41176.0,1,5,2,32,1197,5,2,81.8,113.0,20.89,7677.777777777777
