ID,Make,Model,Make_Year,Color,Body_Type,kilometers_run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),kilometer_at_liter,Price
194,Honda,City,2019,silver,sedan,24136.0,2,5,petrol,40,1497,5-Speed,Manual,117.6,145.0,17.4,9522.222222222223
195,Renault,Kwid,2019,blue,hatchback,18638.0,1,5,petrol,28,999,5-Speed,Manual,67.0,91.0,22.0,5366.666666666667
196,Hyundai,Eon,2013,red,hatchback,93653.0,2,5,petrol,32,814,5-Speed,Manual,68.05,94.14,20.03,2755.5555555555557
197,Jeep,Compass,2017,black,suv,60049.0,1,5,diesel,60,1956,6-Speed,Automatic,170.0,350.0,17.1,16666.666666666668
198,MarutiSuzuki,Dzire,2019,brown,sedan,31330.0,2,5,petrol,37,1499,5-Speed,Manual,88.5,113.0,24.12,8433.333333333334
199,Hyundai,i10,2012,red,hatchback,49014.0,2,5,petrol,35,1197,5-Speed,Manual,78.9,111.7,20.36,3733.3333333333335
200,MarutiSuzuki,Ciaz,2015,silver,sedan,56221.0,1,5,petrol,43,1373,5-Speed,Manual,91.1,130.0,20.73,7522.222222222223
201,MarutiSuzuki,Baleno,2017,blue,hatchback,20894.0,1,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.01,7900.0
202,Hyundai,Creta,2016,grey,suv,88735.0,2,5,diesel,60,1596,6-Speed,Manual,126.0,265.0,17.01,12211.111111111111
203,Hyundai,Creta,2016,grey,suv,88735.0,2,5,diesel,60,1596,6-Speed,Manual,126.0,265.0,17.01,12211.111111111111
204,Hyundai,Creta,2016,grey,suv,88735.0,2,5,diesel,60,1582,6-Speed,Manual,126.0,265.0,17.01,12211.111111111111
205,Hyundai,Creta,2016,grey,suv,88735.0,2,5,diesel,60,1582,6-Speed,Manual,126.0,265.0,17.01,12211.111111111111
206,Renault,Kiger,2021,white,suv,9034.0,1,5,petrol,40,1298,5-Speed,Automatic,99.0,152.0,20.53,11977.777777777777
207,MarutiSuzuki,Celerio,2014,silver,hatchback,63746.0,3,5,petrol,35,998,5-Speed,Automatic,67.04,90.0,23.1,3866.6666666666665
208,Hyundai,Elitei20,2016,white,hatchback,85602.0,1,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,7322.222222222223
209,Hyundai,Verna,2013,purple,sedan,59054.0,2,5,petrol,43,1591,5-Speed,Automatic,121.0,158.0,17.01,5566.666666666667
210,Renault,Duster,2017,white,suv,50811.0,1,5,diesel,50,1461,6-Speed,Manual,108.45,245.0,19.6,11255.555555555555
211,Kia,Seltos,2020,silver,suv,38198.0,1,5,petrol,50,1353,7-Speed,Manual,138.0,242.0,16.8,19344.444444444445
212,MarutiSuzuki,Ciaz,2018,silver,sedan,92118.0,1,5,petrol,43,1373,4-Speed,Manual,91.1,130.0,20.73,9211.111111111111
213,Hyundai,Xcent,2014,white,sedan,72801.0,1,5,petrol,43,1197,5-Speed,Manual,82.0,114.0,19.1,5511.111111111111
214,Hyundai,Eon,2014,grey,hatchback,38592.0,2,5,petrol,32,1798,5-Speed,Manual,55.2,74.5,21.1,2988.8888888888887
215,Honda,City,2019,brown,sedan,22379.0,1,5,petrol,40,1497,5-Speed,Manual,117.6,145.0,17.4,10300.0
216,MarutiSuzuki,WagonR1.0,2016,silver,hatchback,44822.0,2,5,petrol,32,998,5-Speed,Manual,67.05,90.0,21.79,5011.111111111111
217,Renault,Kwid,2021,white,hatchback,13069.0,1,5,petrol,28,1298,5-Speed,Automatic,67.0,91.0,22.0,5911.111111111111
218,MarutiSuzuki,WagonR1.0,2011,brown,hatchback,96939.0,1,5,petrol,35,998,5-Speed,Manual,67.1,90.0,18.9,3755.5555555555557
219,Mahindra,XUV500,2015,silver,suv,71397.0,2,7,diesel,70,2179,6-Speed,Manual,140.0,330.0,16.0,11466.666666666666
220,Hyundai,NewSantro1.1,2019,beige,hatchback,21903.0,1,5,petrol,35,1086,5-Speed,Manual,68.07,99.07,20.3,6188.888888888889
221,Hyundai,Grandi10,2020,grey,hatchback,9468.0,1,5,petrol,43,1197,5-Speed,Automatic,81.86,113.75,18.9,7255.555555555556
222,Honda,City,2018,brown,sedan,60209.0,1,5,petrol,40,1497,5-Speed,Manual,117.6,145.0,17.4,9977.777777777777
223,Renault,Duster,2016,orange,suv,69658.0,1,5,diesel,50,1461,6-Speed,Manual,108.45,245.0,19.6,10133.333333333334
224,Hyundai,Elitei20,2015,white,hatchback,81103.0,1,5,diesel,45,1396,6-Speed,Manual,88.73,219.7,22.54,7133.333333333333
225,Renault,Triber,2020,blue,muv,57503.0,1,7,petrol,40,999,5-Speed,Manual,71.0,96.0,20.0,7233.333333333333
226,MarutiSuzuki,Celerio,2018,silver,hatchback,45560.0,1,5,petrol,35,998,5-Speed,Automatic,67.0,90.0,23.1,5588.888888888889
227,MarutiSuzuki,A-Star,2012,silver,hatchback,45008.0,2,5,petrol,35,998,4-Speed,Automatic,67.0,90.0,16.98,3666.6666666666665
228,MarutiSuzuki,Swift,2011,grey,hatchback,51210.0,2,5,petrol,43,1197,5-Speed,Manual,85.0,113.0,16.1,4388.888888888889
229,Hyundai,Creta,2017,silver,suv,44894.0,1,5,diesel,60,1582,6-Speed,Manual,126.0,265.0,17.01,13722.222222222223
230,MarutiSuzuki,S-Cross,2015,white,suv,39515.0,1,5,diesel,48,1248,5-Speed,Automatic,89.0,200.0,23.65,8977.777777777777
231,Hyundai,Grandi10,2015,silver,hatchback,54287.0,1,5,petrol,43,1197,5-Speed,Manual,82.0,114.0,18.9,5088.888888888889
232,Hyundai,Verna,2013,white,sedan,91039.0,1,5,petrol,43,1591,5-Speed,Automatic,121.0,158.0,17.01,5711.111111111111
233,Honda,Amaze,2015,grey,sedan,49435.0,1,5,petrol,35,1198,5-Speed,Manual,86.7,109.0,18.0,5688.888888888889
234,Skoda,Superb,2019,black,sedan,9686.0,1,5,petrol,66,1798,7-Speed,Automatic,177.0,250.0,14.67,32677.777777777777
235,Honda,City,2021,white,sedan,12092.0,1,5,petrol,40,1498,6-Speed,Manual,119.3,145.0,18.4,14955.555555555555
236,MarutiSuzuki,Baleno,2019,blue,hatchback,27053.0,1,5,petrol,37,1596,5-Speed,Manual,81.8,113.0,21.01,9377.777777777777
237,MarutiSuzuki,Baleno,2019,blue,hatchback,27053.0,1,5,petrol,37,1596,5-Speed,Manual,81.8,113.0,21.01,9377.777777777777
238,MarutiSuzuki,Baleno,2019,blue,hatchback,27053.0,1,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.01,9377.777777777777
239,MarutiSuzuki,Baleno,2019,blue,hatchback,27053.0,1,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.01,9377.777777777777
240,MarutiSuzuki,Dzire,2017,blue,sedan,28833.0,1,5,petrol,37,1696,5-Speed,Automatic,88.5,113.0,24.12,8766.666666666666
241,Honda,Jazz,2016,red,hatchback,48606.0,2,5,petrol,40,1199,5-Speed,Manual,88.51,110.0,16.6,6333.333333333333
242,MarutiSuzuki,Baleno,2016,red,hatchback,96236.0,1,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.01,7100.0
243,MarutiSuzuki,SwiftDzire,2012,silver,sedan,37258.0,1,5,petrol,42,1197,5-Speed,Manual,85.8,114.0,19.1,5222.222222222223
244,MarutiSuzuki,Celerio,2014,silver,hatchback,33869.0,1,5,petrol,35,998,5-Speed,Automatic,67.04,90.0,23.1,5044.444444444444
245,MarutiSuzuki,Ertiga,2013,silver,muv,91796.0,1,7,petrol,45,1373,5-Speed,Manual,93.7,130.0,16.02,6866.666666666667
246,Tata,Tiago,2019,grey,hatchback,45607.0,1,5,petrol,35,1199,5-Speed,Automatic,84.0,114.0,23.84,6088.888888888889
247,Hyundai,Grandi10Nios,2021,grey,hatchback,1117.0,1,5,petrol,37,1197,5-Speed,Manual,81.86,113.75,20.7,7888.888888888889
248,Hyundai,Grandi10,2018,blue,hatchback,24745.0,1,5,petrol,43,1197,5-Speed,Automatic,81.86,113.75,18.9,6900.0
249,Hyundai,Creta,2017,red,suv,66868.0,1,5,diesel,60,1596,6-Speed,Manual,126.0,265.0,17.01,14333.333333333334
250,Hyundai,Creta,2017,red,suv,66868.0,1,5,diesel,60,1596,6-Speed,Manual,126.0,265.0,17.01,14333.333333333334
251,Hyundai,Creta,2017,red,suv,66868.0,1,5,diesel,60,1582,6-Speed,Manual,126.0,265.0,17.01,14333.333333333334
252,Hyundai,Creta,2017,red,suv,66868.0,1,5,diesel,60,1582,6-Speed,Manual,126.0,265.0,17.01,14333.333333333334
253,Honda,WR-V,2017,red,suv,75639.0,1,5,petrol,40,1199,5-Speed,Manual,88.5,110.0,16.5,8311.111111111111
254,Chevrolet,Beat,2013,blue,hatchback,77022.0,1,5,diesel,35,936,5-Speed,Manual,58.0,150.0,25.44,2966.6666666666665
255,Renault,Kwid,2018,bronze,hatchback,56387.0,1,5,petrol,28,799,5-Speed,Manual,53.3,72.0,25.17,4088.8888888888887
256,Hyundai,Venue,2019,red,suv,23724.0,1,5,petrol,45,998,7-Speed,Manual,118.35,171.6,18.15,12633.333333333334
257,MarutiSuzuki,Celerio,2022,grey,hatchback,6900.0,1,5,petrol,35,998,5-Speed,Manual,67.04,90.0,21.63,7766.666666666667
258,MarutiSuzuki,Celerio,2017,grey,hatchback,43785.0,1,5,petrol,35,998,5-Speed,Automatic,67.04,90.0,23.1,6044.444444444444
259,Honda,Amaze,2019,white,sedan,29780.0,1,5,diesel,35,1199,5-Speed,Manual,79.0,160.0,21.0,10911.111111111111
260,MarutiSuzuki,Baleno,2015,blue,hatchback,56207.0,1,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.01,6788.888888888889
261,MarutiSuzuki,VitaraBrezza,2016,yellow,suv,40003.0,1,5,diesel,48,1248,5-Speed,Automatic,88.5,200.0,24.3,10455.555555555555
262,Hyundai,i20,2014,silver,hatchback,94315.0,1,5,petrol,45,1197,5-Speed,Manual,82.85,113.7,18.5,5933.333333333333
263,MarutiSuzuki,Celerio,2018,grey,hatchback,29492.0,1,5,petrol,35,998,5-Speed,Automatic,67.04,90.0,23.1,6488.888888888889
264,MarutiSuzuki,Ciaz,2017,grey,sedan,21365.0,1,5,petrol,43,1373,5-Speed,Manual,91.1,130.0,20.73,9188.888888888889
265,Ford,Figo,2019,red,hatchback,31262.0,1,5,diesel,40,1596,5-Speed,Manual,98.96,215.0,24.4,7566.666666666667
266,Ford,Figo,2019,red,hatchback,31262.0,1,5,diesel,40,1596,5-Speed,Manual,98.96,215.0,24.4,7566.666666666667
267,Ford,Figo,2019,red,hatchback,31262.0,1,5,diesel,40,1499,5-Speed,Manual,98.96,215.0,24.4,7566.666666666667
268,Ford,Figo,2019,red,hatchback,31262.0,1,5,diesel,40,1499,5-Speed,Manual,98.96,215.0,24.4,7566.666666666667
269,Honda,Jazz,2017,red,hatchback,56221.0,1,5,petrol,40,1199,5-Speed,Automatic,88.7,110.0,18.7,6444.444444444444
270,Hyundai,Grandi10Nios,2021,grey,hatchback,27185.0,1,5,petrol,37,1197,5-Speed,Manual,81.86,113.75,20.07,8288.888888888889
271,Honda,Amaze,2014,red,sedan,63170.0,2,5,petrol,35,1198,5-Speed,Manual,86.9,109.0,18.0,5022.222222222223
272,Tata,NanoGenX,2015,purple,hatchback,44736.0,1,5,petrol,24,624,4-Speed,Manual,37.0,51.0,23.6,2655.5555555555557
273,Renault,Kwid,2019,grey,hatchback,13111.0,1,5,petrol,28,999,5-Speed,Manual,67.0,91.0,23.01,5033.333333333333
274,Ford,Figo,2016,grey,hatchback,83705.0,1,5,diesel,40,1498,5-Speed,Manual,99.0,215.0,25.83,5788.888888888889
275,Renault,Triber,2021,white,muv,7227.0,1,7,petrol,40,999,5-Speed,Manual,71.0,96.0,20.0,8666.666666666666
276,Hyundai,Verna,2014,white,sedan,45880.0,1,5,petrol,43,1582,5-Speed,Automatic,121.0,158.0,17.01,7711.111111111111
277,MarutiSuzuki,Ciaz,2015,white,sedan,36850.0,1,5,petrol,43,1373,5-Speed,Manual,91.1,130.0,20.73,7755.555555555556
278,MarutiSuzuki,Swift,2011,silver,hatchback,53160.0,1,5,petrol,43,1197,5-Speed,Manual,85.0,113.0,16.1,4733.333333333333
279,Honda,City,2021,white,sedan,17790.0,1,5,petrol,40,1497,5-Speed,Manual,117.6,145.0,17.4,10988.888888888889
280,Honda,City,2020,white,sedan,24218.0,1,5,petrol,40,1497,5-Speed,Manual,117.6,145.0,17.4,10444.444444444445
281,Hyundai,Grandi10,2017,red,hatchback,11304.0,1,5,petrol,43,1197,5-Speed,Automatic,81.86,113.75,18.9,6177.777777777777
282,Tata,Altroz,2021,grey,hatchback,12002.0,1,5,diesel,37,1497,5-Speed,Manual,89.0,200.0,23.0,8722.222222222223
283,Mahindra,XUV300,2020,black,suv,61411.0,1,5,diesel,42,1497,6-Speed,Manual,115.0,300.0,20.0,11966.666666666666
284,Hyundai,Grandi10,2014,grey,hatchback,35703.0,1,5,petrol,43,1197,5-Speed,Manual,82.0,114.0,18.9,5155.555555555556
285,Hyundai,Xcent,2017,grey,sedan,45378.0,1,5,petrol,43,1596,5-Speed,Manual,81.86,113.75,20.14,6544.444444444444
286,Hyundai,Xcent,2017,grey,sedan,45378.0,1,5,petrol,43,1596,5-Speed,Manual,81.86,113.75,20.14,6544.444444444444
287,Hyundai,Xcent,2017,grey,sedan,45378.0,1,5,petrol,43,1197,5-Speed,Manual,81.86,113.75,20.14,6544.444444444444
288,Hyundai,Xcent,2017,grey,sedan,45378.0,1,5,petrol,43,1197,5-Speed,Manual,81.86,113.75,20.14,6544.444444444444
289,Hyundai,Grandi10,2018,grey,hatchback,28557.0,2,5,petrol,43,1197,5-Speed,Automatic,81.86,113.75,18.9,6377.777777777777
290,MarutiSuzuki,Celerio,2021,white,hatchback,14853.0,1,5,petrol,35,998,5-Speed,Manual,67.04,90.0,21.63,7277.777777777777
291,MarutiSuzuki,Ciaz,2020,silver,sedan,70245.0,1,5,petrol,43,1462,5-Speed,Manual,103.25,138.0,20.65,10222.222222222223
292,MarutiSuzuki,Eeco,2020,grey,muv,22703.0,1,5,petrol,40,1197,5-Speed,Manual,72.42,98.0,16.11,5422.222222222223
293,Renault,Kwid,2020,blue,hatchback,36069.0,1,5,petrol,28,1298,5-Speed,Automatic,67.0,91.0,22.0,6088.888888888889
294,MarutiSuzuki,WagonR1.0,2016,silver,hatchback,5227.0,1,5,petrol,32,998,5-Speed,Manual,67.05,90.0,21.79,5866.666666666667
295,MarutiSuzuki,Celerio,2017,grey,hatchback,27803.0,1,5,petrol,35,998,5-Speed,Automatic,67.04,90.0,23.1,5855.555555555556
296,Honda,City,2017,white,sedan,47154.0,1,5,petrol,40,1497,5-Speed,Automatic,117.6,145.0,17.4,10577.777777777777
297,Honda,Brio,2012,silver,hatchback,84488.0,1,5,petrol,35,1198,5-Speed,Manual,86.8,109.0,19.4,3777.777777777778
298,Volkswagen,Jetta,2014,brown,sedan,83265.0,2,5,diesel,55,1596,5-Speed,Manual,138.0,320.0,19.33,8777.777777777777
299,Volkswagen,Jetta,2014,brown,sedan,83265.0,2,5,diesel,55,1596,5-Speed,Manual,138.0,320.0,19.33,8777.777777777777
300,Volkswagen,Jetta,2014,brown,sedan,83265.0,2,5,diesel,55,1968,5-Speed,Manual,138.0,320.0,19.33,8777.777777777777
301,Volkswagen,Jetta,2014,brown,sedan,83265.0,2,5,diesel,55,1968,5-Speed,Manual,138.0,320.0,19.33,8777.777777777777
302,Honda,Amaze,2018,brown,sedan,16348.0,1,5,petrol,35,1199,5-Speed,Manual,88.76,110.0,18.3,8500.0
303,Hyundai,i20,2012,white,hatchback,90078.0,1,5,petrol,45,1197,5-Speed,Manual,82.85,113.0,18.5,4666.666666666667
304,Honda,WR-V,2018,grey,suv,69591.0,3,5,diesel,40,1498,6-Speed,Manual,97.89,200.0,23.7,8888.888888888889
305,Hyundai,i20,2013,blue,hatchback,56096.0,1,5,petrol,45,1197,5-Speed,Manual,82.85,113.0,18.5,5400.0
306,Mahindra,XUV500,2017,white,suv,56418.0,1,7,diesel,70,2179,6-Speed,Manual,140.0,330.0,16.0,16277.777777777777
307,Hyundai,i10,2012,grey,hatchback,65284.0,1,5,petrol,35,1197,5-Speed,Manual,78.9,111.7,20.36,3866.6666666666665
308,Chevrolet,Cruze,2015,grey,sedan,72489.0,1,5,diesel,60,1991,6-Speed,Automatic,164.0,380.0,14.81,9911.111111111111
309,Volkswagen,Polo,2011,silver,hatchback,68645.0,2,5,petrol,45,1198,5-Speed,Manual,73.9,110.0,16.47,5011.111111111111
310,Hyundai,Eon,2018,blue,hatchback,33231.0,2,5,petrol,32,814,5-Speed,Manual,68.05,94.14,20.03,4477.777777777777
311,Hyundai,i10,2011,beige,hatchback,43953.0,1,5,petrol,35,1197,5-Speed,Manual,78.9,111.7,20.36,3755.5555555555557
312,Ford,EcoSport,2016,grey,suv,36422.0,1,5,petrol,52,1499,6-Speed,Automatic,110.0,140.0,16.5,8955.555555555555
313,MarutiSuzuki,Ciaz,2015,red,sedan,78251.0,1,5,petrol,43,1373,5-Speed,Manual,91.1,130.0,20.73,7044.444444444444
314,Hyundai,Elitei20,2016,red,hatchback,48481.0,1,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,7266.666666666667
315,MarutiSuzuki,Ciaz,2018,blue,sedan,37746.0,1,5,petrol,43,1373,4-Speed,Manual,91.1,130.0,20.73,9800.0
316,Hyundai,Creta,2017,silver,suv,50872.0,1,5,petrol,60,1591,6-Speed,Manual,122.0,154.0,15.29,13288.888888888889
317,Hyundai,Elitei20,2015,grey,hatchback,25517.0,1,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,7433.333333333333
318,Ford,EcoSport,2014,silver,suv,74814.0,2,5,petrol,52,1499,5-Speed,Manual,109.0,140.0,15.8,6544.444444444444
319,Tata,Harrier,2020,red,suv,24315.0,1,5,diesel,50,1956,6-Speed,Manual,138.0,350.0,17.0,21244.444444444445
320,Hyundai,Elitei20,2017,blue,hatchback,63937.0,1,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,6977.777777777777
321,MarutiSuzuki,Dzire,2019,white,sedan,11499.0,1,5,petrol,37,1197,5-Speed,Automatic,88.5,113.0,23.26,9022.222222222223
322,MarutiSuzuki,Ciaz,2018,white,sedan,15221.0,1,5,petrol,43,1462,4-Speed,Manual,103.25,138.0,20.65,10155.555555555555
323,Mahindra,Scorpio,2017,black,suv,46438.0,1,7,diesel,60,2179,5-Speed,Manual,120.0,280.0,15.4,12355.555555555555
324,MarutiSuzuki,Baleno,2018,orange,hatchback,27941.0,1,5,diesel,37,1248,5-Speed,Manual,74.0,190.0,27.39,9000.0
325,Hyundai,Grandi10,2014,grey,hatchback,35461.0,2,5,petrol,43,1197,4-Speed,Automatic,82.0,114.0,18.9,5888.888888888889
326,MarutiSuzuki,Ritz,2012,white,hatchback,46447.0,1,5,diesel,43,1248,5-Speed,Manual,75.0,190.0,15.6,5055.555555555556
327,MarutiSuzuki,SwiftDzire,2013,grey,sedan,74652.0,1,5,petrol,42,1197,5-Speed,Manual,85.8,114.0,19.1,5533.333333333333
328,MarutiSuzuki,WagonR1.0,2013,beige,hatchback,44746.0,1,5,petrol,35,998,5-Speed,Manual,67.1,90.0,18.9,4477.777777777777
329,Hyundai,i10,2014,grey,hatchback,92092.0,1,5,petrol,35,1197,5-Speed,Manual,68.0,99.08,19.81,4222.222222222223
330,Toyota,Yaris,2020,red,sedan,26653.0,2,5,petrol,42,1596,5-Speed,Manual,105.94,140.0,18.1,12133.333333333334
331,Toyota,Yaris,2020,red,sedan,26653.0,2,5,petrol,42,1596,5-Speed,Manual,105.94,140.0,18.1,12133.333333333334
332,Toyota,Yaris,2020,red,sedan,26653.0,2,5,petrol,42,1496,5-Speed,Manual,105.94,140.0,18.1,12133.333333333334
333,Toyota,Yaris,2020,red,sedan,26653.0,2,5,petrol,42,1496,5-Speed,Manual,105.94,140.0,18.1,12133.333333333334
334,Hyundai,Grandi10,2014,blue,hatchback,58748.0,2,5,petrol,43,1197,5-Speed,Manual,82.0,114.0,18.9,5077.777777777777
335,Hyundai,Creta,2016,beige,suv,90147.0,1,5,petrol,60,1591,6-Speed,Manual,122.0,154.0,15.29,9033.333333333334
336,Hyundai,FluidicVerna4S,2017,grey,sedan,25905.0,1,5,petrol,43,1591,5-Speed,Manual,121.0,158.0,17.4,9111.111111111111
337,Hyundai,Xcent,2014,black,sedan,76890.0,1,5,petrol,43,1197,5-Speed,Manual,82.0,114.0,19.1,5577.777777777777
338,MarutiSuzuki,Alto800,2020,silver,hatchback,32490.0,1,5,petrol,35,796,5-Speed,Manual,47.3,69.0,22.05,4600.0
339,MarutiSuzuki,Alto800,2019,red,hatchback,13505.0,1,5,petrol,35,796,5-Speed,Manual,47.3,69.0,24.7,4344.444444444444
340,MarutiSuzuki,Alto800,2021,silver,hatchback,21564.0,1,5,petrol,35,796,5-Speed,Manual,47.33,69.0,22.05,4811.111111111111
341,MarutiSuzuki,Alto800,2018,grey,hatchback,22849.0,1,5,petrol,35,796,5-Speed,Manual,47.3,69.0,22.0,4133.333333333333
342,MarutiSuzuki,AltoK10,2016,white,hatchback,24374.0,1,5,petrol,35,998,5-Speed,Manual,67.0,90.0,24.07,4266.666666666667
343,Hyundai,Elitei20,2018,white,hatchback,31912.0,1,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,8711.111111111111
344,Hyundai,Creta,2016,red,suv,60578.0,1,5,petrol,60,1591,6-Speed,Manual,122.0,154.0,15.29,10788.888888888889
345,Hyundai,Elitei20,2016,red,hatchback,95065.0,1,5,petrol,45,1197,5-Speed,Manual,82.0,115.0,18.6,7277.777777777777
346,Renault,Kwid,2022,white,hatchback,7342.0,1,5,petrol,28,1298,5-Speed,Automatic,67.0,91.0,22.0,5988.888888888889
347,Renault,Kwid,2021,blue,hatchback,9285.0,1,5,petrol,28,1298,5-Speed,Automatic,67.0,91.0,21.7,5222.222222222223
348,Hyundai,Elitei20,2017,grey,hatchback,41443.0,1,5,diesel,45,1396,6-Speed,Manual,88.73,219.7,22.54,8777.777777777777
349,MarutiSuzuki,Celerio,2015,silver,hatchback,53848.0,2,5,petrol,35,998,5-Speed,Automatic,67.04,90.0,23.1,4611.111111111111
350,MarutiSuzuki,Ritz,2012,silver,hatchback,70568.0,2,5,petrol,45,1197,5-Speed,Manual,85.0,113.0,18.5,4088.8888888888887
351,MarutiSuzuki,SwiftDzire,2012,black,sedan,61885.0,1,5,petrol,42,1197,5-Speed,Manual,85.8,114.0,19.1,5077.777777777777
352,Honda,WR-V,2019,grey,suv,16240.0,1,5,petrol,40,1199,5-Speed,Manual,88.5,110.0,16.5,9933.333333333334
353,Hyundai,i10,2011,red,hatchback,62840.0,1,5,petrol,35,1197,5-Speed,Manual,78.9,111.8,20.36,3755.5555555555557
354,Hyundai,i10,2011,grey,hatchback,74710.0,2,5,petrol,35,1197,5-Speed,Manual,78.9,111.8,20.36,3800.0
355,Renault,Duster,2021,grey,suv,19722.0,1,5,petrol,50,1498,5-Speed,Manual,104.55,142.0,16.42,10955.555555555555
356,Renault,Duster,2014,silver,suv,85751.0,1,5,diesel,50,1461,5-Speed,Manual,84.0,200.0,20.45,7077.777777777777
357,Hyundai,Elitei20,2016,white,hatchback,73251.0,1,5,diesel,45,1396,6-Speed,Manual,89.0,220.0,22.54,7644.444444444444
358,Hyundai,Elitei20,2018,orange,hatchback,44188.0,1,5,diesel,45,1396,6-Speed,Automatic,89.0,220.0,22.54,9066.666666666666
359,Ford,Figo,2019,red,hatchback,45590.0,1,5,diesel,40,1596,5-Speed,Manual,98.96,215.0,24.4,7155.555555555556
360,Ford,Figo,2019,red,hatchback,45590.0,1,5,diesel,40,1596,5-Speed,Manual,98.96,215.0,24.4,7155.555555555556
361,Ford,Figo,2019,red,hatchback,45590.0,1,5,diesel,40,1499,5-Speed,Manual,98.96,215.0,24.4,7155.555555555556
362,Ford,Figo,2019,red,hatchback,45590.0,1,5,diesel,40,1499,5-Speed,Manual,98.96,215.0,24.4,7155.555555555556
363,Hyundai,Creta,2016,blue,suv,97039.0,1,5,diesel,60,1596,6-Speed,Manual,126.0,265.0,17.01,12066.666666666666
364,Hyundai,Creta,2016,blue,suv,97039.0,1,5,diesel,60,1596,6-Speed,Manual,126.0,265.0,17.01,12066.666666666666
365,Hyundai,Creta,2016,blue,suv,97039.0,1,5,diesel,60,1582,6-Speed,Manual,126.0,265.0,17.01,12066.666666666666
366,Hyundai,Creta,2016,blue,suv,97039.0,1,5,diesel,60,1582,6-Speed,Manual,126.0,265.0,17.01,12066.666666666666
367,Hyundai,Elitei20,2016,silver,hatchback,14359.0,1,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,7488.888888888889
368,Hyundai,Eon,2018,white,hatchback,48670.0,2,5,petrol,32,814,5-Speed,Manual,55.2,74.5,21.1,3888.8888888888887
369,Hyundai,Creta,2018,red,suv,70015.0,1,5,petrol,55,1591,6-Speed,Automatic,121.3,151.0,15.8,13477.777777777777
370,MarutiSuzuki,AltoK10,2011,silver,hatchback,41517.0,2,5,petrol,35,998,5-Speed,Manual,67.1,90.0,20.92,3055.5555555555557
371,MarutiSuzuki,S-Presso,2021,grey,hatchback,14818.0,1,5,petrol,27,998,5-Speed,Manual,67.0,90.0,21.01,5922.222222222223
372,Honda,City,2017,brown,sedan,46935.0,1,5,petrol,40,1497,5-Speed,Manual,117.6,145.0,17.4,9155.555555555555
373,Hyundai,Elitei20,2020,white,hatchback,30590.0,1,5,petrol,40,1197,5-Speed,Automatic,81.86,117.0,18.6,8944.444444444445
374,Hyundai,Creta,2017,black,suv,62805.0,1,5,petrol,60,1591,6-Speed,Manual,122.0,154.0,15.29,12200.0
375,MarutiSuzuki,Ciaz,2017,grey,sedan,47123.0,1,5,petrol,43,1373,5-Speed,Manual,91.1,130.0,20.73,8833.333333333334
376,MarutiSuzuki,AltoK10,2019,silver,hatchback,50437.0,2,5,petrol,35,998,5-Speed,Manual,67.0,90.0,24.07,4511.111111111111
377,MarutiSuzuki,Dzire,2017,blue,sedan,49930.0,1,5,petrol,37,1696,5-Speed,Automatic,88.5,113.0,24.12,8000.0
378,Ford,EcoSport,2016,blue,suv,46485.0,1,5,petrol,52,1298,5-Speed,Automatic,124.0,170.0,18.9,8133.333333333333
379,MarutiSuzuki,Celerio,2014,white,hatchback,76306.0,1,5,petrol,35,998,5-Speed,Automatic,67.04,90.0,23.1,4511.111111111111
380,Hyundai,Elitei20,2015,blue,hatchback,80743.0,1,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,6911.111111111111
381,Hyundai,Elitei20,2018,red,hatchback,54836.0,1,5,petrol,45,1197,5-Speed,Automatic,82.0,115.0,18.6,8244.444444444445
382,MarutiSuzuki,Dzire,2018,blue,sedan,32170.0,1,5,petrol,37,1197,5-Speed,Automatic,88.5,113.0,24.12,7766.666666666667
383,Toyota,Etios,2011,black,sedan,62193.0,1,5,petrol,45,1496,5-Speed,Manual,80.0,132.0,17.57,4733.333333333333
384,Hyundai,Eon,2012,blue,hatchback,40097.0,1,5,petrol,32,814,5-Speed,Manual,55.2,74.5,21.1,3155.5555555555557
385,Honda,Amaze,2015,white,sedan,44188.0,1,5,petrol,35,1198,5-Speed,Manual,86.9,109.0,18.0,6377.777777777777
386,Hyundai,Elitei20,2017,red,hatchback,86163.0,2,5,diesel,45,1396,6-Speed,Manual,88.73,219.7,22.54,7766.666666666667
387,Hyundai,Elitei20,2016,red,hatchback,50229.0,1,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,6722.222222222223
